Date,State,TotalSamples,Negative,Positive
10/11/2020,Jharkhand,2640471,2547946,
10/12/2020,Jharkhand,2674672,2581637,93035
10/13/2020,Jharkhand,2712374,2618638,93736
10/14/2020,Jharkhand,2742044,2647675,94369
10/15/2020,Jharkhand,2767553,2672601,94952
10/16/2020,Jharkhand,2802066,2706641,95425
10/17/2020,Jharkhand,2827248,2731281,95967
10/18/2020,Jharkhand,2848662,2752310,96352
10/19/2020,Jharkhand,2882567,2785725,96842
10/20/2020,Jharkhand,2913412,2815998,97414
10/21/2020,Jharkhand,2988023,2877145,98061
10/22/2020,Jharkhand,3019158,2920548,98610
10/23/2020,Jharkhand,3058954,2959909,99045
10/24/2020,Jharkhand,3087671,2988243,99428
10/25/2020,Jharkhand,3109483,3009797,99686
10/26/2020,Jharkhand,3126794,3015071,99906
10/27/2020,Jharkhand,3152647,3052423,100224
10/28/2020,Jharkhand,3193717,3093148,100569
10/29/2020,Jharkhand,3233520,3132556,100964
10/30/2020,Jharkhand,3274987,3173700,101287
10/31/2020,Jharkhand,3362394,3260633,101761
11/1/2020,Jharkhand,3402867,3291685,102087
11/2/2020,Jharkhand,3431063,3328573,102490
11/3/2020,Jharkhand,3461834,3358947,102887
11/4/2020,Jharkhand,3503516,3400328,103188
11/5/2020,Jharkhand,3540776,3437233,103543
11/6/2020,Jharkhand,3576191,3472292,103899
11/7/2020,Jharkhand,3607753,3503514,104239
11/8/2020,Jharkhand,3632362,3527920,104442
11/9/2020,Jharkhand,3656926,3552238,104688
11/10/2020,Jharkhand,3687269,3582329,104940
11/11/2020,Jharkhand,3714582,3609358,105224
11/12/2020,Jharkhand,3738656,3633163,105493
11/13/2020,Jharkhand,3764342,3658561,105781
11/14/2020,Jharkhand,3777488,3671553,105935
11/15/2020,Jharkhand,3790900,3684836,106064
11/16/2020,Jharkhand,3807997,3701767,106230
11/17/2020,Jharkhand,3826168,3719677,106491
11/18/2020,Jharkhand,3846092,3739350,106742
11/19/2020,Jharkhand,3866465,3759493,106972
11/20/2020,Jharkhand,3881733,3774576,107157
11/21/2020,Jharkhand,3895808,3788476,107332
11/22/2020,Jharkhand,3908002,3800533,107469
11/23/2020,Jharkhand,3924648,3816960,
11/24/2020,Jharkhand,3946256,3838335,107921
11/25/2020,Jharkhand,3965685,3857527,108158
11/26/2020,Jharkhand,3984496,3871608,108388
11/27/2020,Jharkhand,4004056,3895479,108577
11/28/2020,Jharkhand,4038983,3930197,108786
11/29/2020,Jharkhand,4134660,4025676,108984
11/30/2020,Jharkhand,4178915,4069764,109151
12/1/2020,Jharkhand,4215824,4106492,
12/2/2020,Jharkhand,4230863,4130863,109538
12/3/2020,Jharkhand,4265795,4156024,109771
12/4/2020,Jharkhand,4292594,4182604,109990
12/5/2020,Jharkhand,4319581,4209395,110186
12/6/2020,Jharkhand,4336774,4226496,110278
12/7/2020,Jharkhand,4355970,4245513,110457
12/8/2020,Jharkhand,4382789,4272150,110639
12/9/2020,Jharkhand,4404165,4293335,110830
12/10/2020,Jharkhand,4433006,4322003,111003
12/11/2020,Jharkhand,4457546,4346369,111177
12/12/2020,Jharkhand,4478351,4366985,111366
12/13/2020,Jharkhand,4469879,4385369,111510
12/14/2020,Jharkhand,4513805,4402083,111722
12/15/2020,Jharkhand,4533044,4421113,111931
12/16/2020,Jharkhand,4551337,4439216,112121
12/17/2020,Jharkhand,4571733,4459401,112332
12/18/2020,Jharkhand,4590771,4478165,112606
12/19/2020,Jharkhand,4609838,4496985,112853
12/20/2020,Jharkhand,4624374,4511349,113025
12/21/2020,Jharkhand,4644830,4531632,113198
12/22/2020,Jharkhand,4660936,4547529,113407
12/23/2020,Jharkhand,4678152,4564543,113609
12/24/2020,Jharkhand,4697404,4583618,113786
12/25/2020,Jharkhand,4709623,4595669,113954
12/26/2020,Jharkhand,4726287,4612141,114146
12/27/2020,Jharkhand,4737136,4622868,114268
12/28/2020,Jharkhand,4753586,4639166,114428
12/29/2020,Jharkhand,4767543,4652893,114650
12/30/2020,Jharkhand,4783653,4668780,114873
12/31/2020,Jharkhand,4799240,4684127,115113
1/1/2021,Jharkhand,4813200,4697959,115241
1/2/2021,Jharkhand,4826022,4710630,115392
1/3/2021,Jharkhand,4838094,4722565,115529
1/4/2021,Jharkhand,4851534,4735845,115689
1/5/2021,Jharkhand,4867430,4751590,115840
1/6/2021,Jharkhand,4885186,4769152,116034
1/7/2021,Jharkhand,4900473,4784244,116269
1/8/2021,Jharkhand,4916957,4800521,116436
1/9/2021,Jharkhand,4931204,4814532,116672
1/10/2021,Jharkhand,4946243,4829426,116817
1/11/2021,Jharkhand,4962376,4845415,116961
1/12/2021,Jharkhand,4975260,4858172,117088
1/13/2021,Jharkhand,4989862,4872622,117240
1/14/2021,Jharkhand,5006232,4888848,117384
1/15/2021,Jharkhand,5020566,4903086,117480
1/16/2021,Jharkhand,5035900,4918301,117599
1/17/2021,Jharkhand,5046290,4928604,117686
1/18/2021,Jharkhand,5057812,4940026,117786
1/19/2021,Jharkhand,5072399,4954512,117887
1/20/2021,Jharkhand,5084923,4966911,
1/21/2021,Jharkhand,5097274,4979195,118079
1/22/2021,Jharkhand,5113068,4994914,118154
1/23/2021,Jharkhand,5126992,5008760,118232
1/24/2021,Jharkhand,5139500,5021214,118286
1/25/2021,Jharkhand,5150854,5032494,118360
1/27/2021,Jharkhand,5175741,5057246,118495
1/28/2021,Jharkhand,5185675,5185675,118557
1/29/2021,Jharkhand,5199013,5080411,118602
1/30/2021,Jharkhand,5208961,5090310,
1/31/2021,Jharkhand,5217119,5098427,
2/1/2021,Jharkhand,5225096,5106362,118734
2/2/2021,Jharkhand,5233424,5114631,118793
2/3/2021,Jharkhand,5243351,5124512,118839
2/4/2021,Jharkhand,5252988,5134091,118897
2/5/2021,Jharkhand,5265585,5146647,118938
2/6/2021,Jharkhand,5275052,5156073,118979
2/7/2021,Jharkhand,5282669,5163652,119017
2/8/2021,Jharkhand,5290647,5171592,119055
2/9/2021,Jharkhand,5300299,5181183,119116
2/10/2021,Jharkhand,5311257,5192096,119161
2/11/2021,Jharkhand,5322362,5203156,119206
2/12/2021,Jharkhand,5334670,5215428,119242
2/13/2021,Jharkhand,5344419,5225136,119283
2/14/2021,Jharkhand,5352653,5233337,119316
2/15/2021,Jharkhand,5360875,5241521,119354
2/16/2021,Jharkhand,5371930,5252536,119394
2/17/2021,Jharkhand,5382715,5263276,119439
2/18/2021,Jharkhand,5397226,5277749,119477
2/19/2021,Jharkhand,5415597,5296069,119528
2/20/2021,Jharkhand,5431160,5311595,119565
2/21/2021,Jharkhand,5445617,5326021,119596
2/22/2021,Jharkhand,5457670,5338033,119637
2/23/2021,Jharkhand,5468632,5348945,119687
2/24/2021,Jharkhand,5483057,5363338,119719
2/25/2021,Jharkhand,5495533,5375738,119795
2/26/2021,Jharkhand,5505786,5385923,119863
2/27/2021,Jharkhand,5518756,5398851,119905
2/28/2021,Jharkhand,5528514,5408565,119949
3/1/2021,Jharkhand,5538599,5418613,119986
3/2/2021,Jharkhand,5550422,5430385,120037
3/3/2021,Jharkhand,5561652,5441584,120068
3/4/2021,Jharkhand,5570800,5450671,120129
3/5/2021,Jharkhand,5583848,5463675,120173
3/6/2021,Jharkhand,5596078,5475861,120217
3/7/2021,Jharkhand,5605862,5485603,120259
3/8/2021,Jharkhand,5625962,5494684,120312
3/9/2021,Jharkhand,5625820,5505446,120374
3/10/2021,Jharkhand,5638144,5517708,120436
3/11/2021,Jharkhand,5649345,5528878,120467
3/12/2021,Jharkhand,5660355,5539831,120524
3/13/2021,Jharkhand,5672924,5552357,120567
3/14/2021,Jharkhand,5683302,5562674,120628
3/15/2021,Jharkhand,5692600,5571905,120695
3/16/2021,Jharkhand,5704601,5583830,120771
3/17/2021,Jharkhand,5716356,5595503,120853
3/18/2021,Jharkhand,5730029,5609079,120950
3/19/2021,Jharkhand,5740740,5619685,121055
3/20/2021,Jharkhand,5752962,5631784,121178
3/21/2021,Jharkhand,5763067,5641806,121261
3/22/2021,Jharkhand,5777287,5655916,121371
3/23/2021,Jharkhand,5791627,5670126,121501
3/24/2021,Jharkhand,5802842,5681147,121695
3/25/2021,Jharkhand,5814376,5692403,121973
3/26/2021,Jharkhand,5825074,5702793,122281
3/27/2021,Jharkhand,5835206,5712585,122621
3/28/2021,Jharkhand,5846493,5723558,122935
3/29/2021,Jharkhand,5855874,5732784,123090
3/30/2021,Jharkhand,5867300,5743792,123508
3/31/2021,Jharkhand,5881206,5757005,124201
4/1/2021,Jharkhand,5897931,5773040,124891
4/2/2021,Jharkhand,5916328,5790743,125585
4/3/2021,Jharkhand,5936375,5809917,126458
4/4/2021,Jharkhand,5950602,5823356,127246
4/5/2021,Jharkhand,5969855,5841523,128332
4/6/2021,Jharkhand,5997234,5867638,129596
4/7/2021,Jharkhand,6019339,5888431,130908
4/8/2021,Jharkhand,6049068,5916278,132790
4/9/2021,Jharkhand,6074786,5940071,134715
4/10/2021,Jharkhand,6103660,5966572,137088
4/11/2021,Jharkhand,6142991,6003607,139384
4/12/2021,Jharkhand,6180019,6038269,141750
4/13/2021,Jharkhand,6216693,6072099,144594
4/14/2021,Jharkhand,6254279,6106487,147792
4/15/2021,Jharkhand,6292389,6141117,151272
4/16/2021,Jharkhand,6327654,6172539,155115
4/17/2021,Jharkhand,6368644,6209691,158953
4/18/2021,Jharkhand,6410544,6247599,162945
4/19/2021,Jharkhand,6448625,6281390,167235
4/20/2021,Jharkhand,6482575,6310260,172315
4/21/2021,Jharkhand,6525814,6348458,177356
4/22/2021,Jharkhand,6599651,6414700,184951
4/23/2021,Jharkhand,6642174,6451482,190692
4/24/2021,Jharkhand,6678083,6482239,195844
4/25/2021,Jharkhand,6708382,6506635,201747
4/26/2021,Jharkhand,6744277,6536989,207288
4/27/2021,Jharkhand,6777383,6563969,213414
4/28/2021,Jharkhand,6848140,6626651,221489
4/29/2021,Jharkhand,6884431,6656981,227450
4/30/2021,Jharkhand,6921267,6687856,233411
5/1/2021,Jharkhand,6952562,6712828,239734
5/2/2021,Jharkhand,6977983,6733511,244472
5/3/2021,Jharkhand,7029510,6778139,251371
5/4/2021,Jharkhand,7065719,6808374,257345
5/5/2021,Jharkhand,7101205,6838090,263115
5/6/2021,Jharkhand,7192969,6922880,270089
5/7/2021,Jharkhand,7240878,6964816,276062
5/8/2021,Jharkhand,7286536,7004362,282174
5/9/2021,Jharkhand,7324180,7037837,286343
5/10/2021,Jharkhand,7424936,7132406,292530
5/11/2021,Jharkhand,7477648,7180753,296895
5/12/2021,Jharkhand,7525753,7224496,301257
5/13/2021,Jharkhand,7584831,7278583,306248
5/14/2021,Jharkhand,7639859,7329835,310024
5/15/2021,Jharkhand,7692798,7379617,313181
5/16/2021,Jharkhand,7735743,7420241,315502
5/17/2021,Jharkhand,7788630,7470621,318009
5/18/2021,Jharkhand,7845253,7524319,320934
5/19/2021,Jharkhand,7894224,7571396,322828
5/20/2021,Jharkhand,7944728,7619844,324884
5/21/2021,Jharkhand,7998874,7671839,327035
5/22/2021,Jharkhand,8059453,7730381,329072
5/23/2021,Jharkhand,8100704,7770287,330417
5/24/2021,Jharkhand,8148792,7816981,331811
5/25/2021,Jharkhand,8207364,7874306,333058
5/26/2021,Jharkhand,8249817,7915782,334035
5/27/2021,Jharkhand,8278972,7944242,334730
5/28/2021,Jharkhand,8335646,8000229,335417
5/29/2021,Jharkhand,8389935,8053695,336240
5/30/2021,Jharkhand,8434488,8097545,336943
5/31/2021,Jharkhand,8490974,8147052,337774
6/1/2021,Jharkhand,8544919,8198887,338383
6/2/2021,Jharkhand,8604940,326597,338915
6/3/2021,Jharkhand,8656065,,
6/4/2021,Jharkhand,8716686,8368501,340408
6/5/2021,Jharkhand,8773975,8424110,340925
6/6/2021,Jharkhand,8814415,8466383,341218
6/7/2021,Jharkhand,8861641,8511079,341576
6/8/2021,Jharkhand,8898380,8556191,342179
6/9/2021,Jharkhand,8938645,8596154,342481
6/10/2021,Jharkhand,8983236,8640452,342774
6/11/2021,Jharkhand,9022574,8679499,343065
6/12/2021,Jharkhand,9066227,8722913,343304
6/13/2021,Jharkhand,9101699,8758231,343458
6/14/2021,Jharkhand,9140410,8796791,343609
6/15/2021,Jharkhand,9175094,8831291,343793
6/16/2021,Jharkhand,9216159,8872166,343983
6/17/2021,Jharkhand,9258482,8914343,344129
6/18/2021,Jharkhand,9297978,8953698,
6/19/2021,Jharkhand,9342064,8997649,344405
6/20/2021,Jharkhand,9384507,9039954,344543
6/21/2021,Jharkhand,9435232,9090557,344665
6/22/2021,Jharkhand,9565542,9220757,344775
6/23/2021,Jharkhand,9629486,9284562,344914
6/24/2021,Jharkhand,9679940,9334902,345028
6/25/2021,Jharkhand,9731710,9386539,345161
6/26/2021,Jharkhand,9784355,9439086,345259
6/27/2021,Jharkhand,9823984,9478634,345350
6/28/2021,Jharkhand,9880072,9534632,345430
6/29/2021,Jharkhand,9935676,9590141,345525
6/30/2021,Jharkhand,9983671,9638051,345610
7/1/2021,Jharkhand,10035595,9689879,345706
7/2/2021,Jharkhand,10084282,9738478,345794
7/3/2021,Jharkhand,10137548,9791653,345885
7/4/2021,Jharkhand,10182460,9836513,345937
7/5/2021,Jharkhand,10232119,9886126,345983
7/6/2021,Jharkhand,10298110,9952062,346038
7/7/2021,Jharkhand,10342620,9996497,346113
7/8/2021,Jharkhand,10389967,10043789,346168
7/9/2021,Jharkhand,10440825,10094592,346223
7/10/2021,Jharkhand,10494158,10147869,346279
7/11/2021,Jharkhand,10533026,10186688,346328
7/12/2021,Jharkhand,10576738,10230357,346371
7/13/2021,Jharkhand,10635714,10289293,346411
7/14/2021,Jharkhand,10684959,10338470,346479
7/15/2021,Jharkhand,10735608,10389065,346533
7/16/2021,Jharkhand,10792160,10445562,346588
7/17/2021,Jharkhand,10854009,10507350,346649
7/18/2021,Jharkhand,10936966,10554285,346681
7/19/2021,Jharkhand,10960727,10613972,346745
7/20/2021,Jharkhand,11013912,10667124,346778
7/21/2021,Jharkhand,11066130,10719296,346824
7/22/2021,Jharkhand,11131066,10784210,
7/23/2021,Jharkhand,11192262,10845367,
7/24/2021,Jharkhand,11262858,10915930,
7/25/2021,Jharkhand,11318675,10971719,
7/26/2021,Jharkhand,11372890,11025897,
7/27/2021,Jharkhand,11433351,11086319,
7/28/2021,Jharkhand,11491499,11144440,
7/29/2021,Jharkhand,11553805,11206690,
7/30/2021,Jharkhand,11605070,11257923,
7/31/2021,Jharkhand,11661115,11313932,
8/1/2021,Jharkhand,11709022,11361812,
8/2/2021,Jharkhand,11750766,11403533,
8/3/2021,Jharkhand,11818617,11471361,
8/4/2021,Jharkhand,11868563,11521277,
8/5/2021,Jharkhand,11923457,11576143,
8/6/2021,Jharkhand,11980967,11633621,
8/7/2021,Jharkhand,12033914,11686531,
8/8/2021,Jharkhand,12079518,11732116,
8/9/2021,Jharkhand,12132503,11785087,
8/10/2021,Jharkhand,12184347,11836897,
4/3/2020,Karnataka,4587,4281,128
4/7/2020,Karnataka,6580,5942,175
4/8/2020,Karnataka,6967,6473,181
4/9/2020,Karnataka,7613,7176,197
4/10/2020,Karnataka,7975,7673,207
4/11/2020,Karnataka,8560,8231,215
4/12/2020,Karnataka,9251,8831,232
4/13/2020,Karnataka,10017,9572,247
4/14/2020,Karnataka,11107,10554,260
4/15/2020,Karnataka,12483,11905,279
4/16/2020,Karnataka,13724,13074,315
4/17/2020,Karnataka,17594,14606,359
4/18/2020,Karnataka,19186,15658,384
4/19/2020,Karnataka,21367,17662,390
4/20/2020,Karnataka,23460,19497,408
4/21/2020,Karnataka,26233,22222,418
4/22/2020,Karnataka,29512,25424,427
4/23/2020,Karnataka,32122,28174,445
4/24/2020,Karnataka,35958,31914,474
4/25/2020,Karnataka,39083,34888,500
4/26/2020,Karnataka,42964,38207,503
4/27/2020,Karnataka,45685,43791,512
4/28/2020,Karnataka,50512,48508,523
4/29/2020,Karnataka,55404,53241,535
4/30/2020,Karnataka,60156,57548,565
5/1/2020,Karnataka,64898,61855,589
5/2/2020,Karnataka,69730,66475,601
5/3/2020,Karnataka,74898,70998,614
5/4/2020,Karnataka,79193,74664,651
5/5/2020,Karnataka,83806,78860,673
5/6/2020,Karnataka,88777,83056,693
5/7/2020,Karnataka,93535,87756,705
5/8/2020,Karnataka,98081,92237,753
5/9/2020,Karnataka,103098,97326,794
5/10/2020,Karnataka,107311,102266,848
5/11/2020,Karnataka,111595,106467,862
5/12/2020,Karnataka,116533,111264,925
5/13/2020,Karnataka,121178,119420,959
5/14/2020,Karnataka,128373,126766,987
5/15/2020,Karnataka,133724,132074,1056
5/16/2020,Karnataka,140024,138216,1092
5/17/2020,Karnataka,145398,143444,1147
5/18/2020,Karnataka,151663,149566,1246
5/19/2020,Karnataka,158599,156247,1395
5/20/2020,Karnataka,166781,164199,1462
5/21/2020,Karnataka,174297,171484,1605
5/22/2020,Karnataka,186526,183088,1743
5/23/2020,Karnataka,196196,192127,1959
5/24/2020,Karnataka,206313,201978,2089
5/25/2020,Karnataka,219894,215308,2182
5/26/2020,Karnataka,228914,223477,2283
5/27/2020,Karnataka,241608,235876,2418
5/28/2020,Karnataka,252078,246115,2533
5/29/2020,Karnataka,264489,258130,2781
5/30/2020,Karnataka,280217,273404,2922
5/31/2020,Karnataka,293575,286245,3221
6/1/2020,Karnataka,304816,297052,3408
6/2/2020,Karnataka,319628,310967,3796
6/3/2020,Karnataka,334825,325686,4063
6/4/2020,Karnataka,347093,337154,4320
6/5/2020,Karnataka,360720,349951,4835
6/6/2020,Karnataka,372582,361382,5213
6/7/2020,Karnataka,384442,372399,5452
6/8/2020,Karnataka,393221,380630,5760
6/9/2020,Karnataka,400257,387027,5921
6/10/2020,Karnataka,408506,394603,6041
6/11/2020,Karnataka,416506,402105,6245
6/12/2020,Karnataka,426341,411244,6516
6/13/2020,Karnataka,436518,420773,6824
6/14/2020,Karnataka,443969,427608,7000
6/15/2020,Karnataka,449331,432346,7213
6/16/2020,Karnataka,457267,439654,7530
6/17/2020,Karnataka,464798,446448,7734
6/18/2020,Karnataka,473507,454476,7944
6/19/2020,Karnataka,484060,464338,8281
6/20/2020,Karnataka,493893,473357,8697
6/21/2020,Karnataka,506765,485345,9150
6/22/2020,Karnataka,515969,493921,9399
6/23/2020,Karnataka,526538,503734,9721
6/24/2020,Karnataka,539247,515388,10118
6/25/2020,Karnataka,553325,527731,10560
6/26/2020,Karnataka,568058,541548,11005
6/27/2020,Karnataka,581635,554095,11923
6/28/2020,Karnataka,595470,566543,13190
6/29/2020,Karnataka,605159,575337,14295
6/30/2020,Karnataka,620747,589637,15242
7/1/2020,Karnataka,637417,604822,16514
7/2/2020,Karnataka,653627,619292,18016
7/3/2020,Karnataka,671934,635582,19710
7/4/2020,Karnataka,689526,650876,21549
7/5/2020,Karnataka,706425,665525,23474
7/6/2020,Karnataka,722305,679267,25317
7/7/2020,Karnataka,740047,694816,26815
7/8/2020,Karnataka,759181,711319,28877
7/9/2020,Karnataka,779209,728887,31105
7/10/2020,Karnataka,798437,745360,33418
7/11/2020,Karnataka,819024,746375,36216
7/12/2020,Karnataka,839074,779609,38843
7/13/2020,Karnataka,856148,793561,41581
7/14/2020,Karnataka,879822,813164,44077
7/15/2020,Karnataka,902026,831246,47253
7/16/2020,Karnataka,925477,850593,51422
7/17/2020,Karnataka,953417,870466,55115
7/18/2020,Karnataka,982701,899016,59652
7/19/2020,Karnataka,999530,927945,63772
7/20/2020,Karnataka,1025420,958311,67420
7/21/2020,Karnataka,1051976,963725,71069
7/22/2020,Karnataka,1079749,1002045,75833
7/23/2020,Karnataka,1110497,,80863
7/25/2020,Karnataka,1143262,,90942
7/26/2020,Karnataka,1176827,,96141
7/27/2020,Karnataka,1205051,,101465
7/28/2020,Karnataka,1242771,,107001
7/29/2020,Karnataka,1275761,,112504
7/30/2020,Karnataka,1313856,,118632
7/31/2020,Karnataka,1350792,,124115
8/1/2020,Karnataka,1385552,,129287
8/2/2020,Karnataka,1418569,,134819
8/3/2020,Karnataka,1446558,,139571
8/4/2020,Karnataka,1489016,,145830
8/5/2020,Karnataka,1532654,,151449
8/6/2020,Karnataka,1581075,,158254
8/7/2020,Karnataka,1624628,,164924
8/8/2020,Karnataka,1668511,,172102
8/9/2020,Karnataka,1706447,,178087
8/10/2020,Karnataka,1729067,,182354
8/11/2020,Karnataka,1772991,,
8/12/2020,Karnataka,1826317,,
8/13/2020,Karnataka,1882316,,203200
8/14/2020,Karnataka,1938954,,211108
8/15/2020,Karnataka,1993760,,219926
8/16/2020,Karnataka,2037386,,226966
8/17/2020,Karnataka,2075086,,
8/18/2020,Karnataka,2134174,,
8/19/2020,Karnataka,2197259,,
8/20/2020,Karnataka,2256862,,
8/21/2020,Karnataka,2314485,,264546
8/22/2020,Karnataka,2373103,,
8/23/2020,Karnataka,2413951,,
8/24/2020,Karnataka,2453768,,
8/25/2020,Karnataka,2513555,,
8/26/2020,Karnataka,2580621,,
8/27/2020,Karnataka,2648808,,
8/28/2020,Karnataka,2713034,,
8/29/2020,Karnataka,2785718,,
8/30/2020,Karnataka,2852675,,
8/31/2020,Karnataka,2895807,,
9/1/2020,Karnataka,2979477,,
9/2/2020,Karnataka,3052794,,
9/3/2020,Karnataka,3123918,,
9/4/2020,Karnataka,3197110,,
9/5/2020,Karnataka,3273871,,
9/6/2020,Karnataka,3348255,,
9/7/2020,Karnataka,3393676,,
9/8/2020,Karnataka,3461119,,
9/9/2020,Karnataka,3531441,,
9/10/2020,Karnataka,3586150,,
9/11/2020,Karnataka,3650819,,
9/12/2020,Karnataka,3714402,,
9/13/2020,Karnataka,3800976,,
9/14/2020,Karnataka,3846937,,
9/15/2020,Karnataka,3915302,,
9/16/2020,Karnataka,3986283,,
9/17/2020,Karnataka,4058313,,
9/18/2020,Karnataka,4115783,,
9/19/2020,Karnataka,4179567,,
9/20/2020,Karnataka,4240044,,
9/21/2020,Karnataka,4282735,,
9/22/2020,Karnataka,4338442,,
9/23/2020,Karnataka,4394840,,
9/24/2020,Karnataka,4459004,,
9/25/2020,Karnataka,4518923,,
9/26/2020,Karnataka,4586780,,
9/27/2020,Karnataka,4659860,,
9/28/2020,Karnataka,4718722,,
9/29/2020,Karnataka,4806197,,
9/30/2020,Karnataka,4901083,,
10/1/2020,Karnataka,4997671,,
10/2/2020,Karnataka,5089730,,
10/3/2020,Karnataka,5174652,,
10/4/2020,Karnataka,5260160,,
10/5/2020,Karnataka,5327463,,
10/6/2020,Karnataka,5419954,,
10/7/2020,Karnataka,5524302,,
10/8/2020,Karnataka,5629550,,
10/9/2020,Karnataka,5739530,,
10/10/2020,Karnataka,5852300,,
10/11/2020,Karnataka,5952223,,
10/12/2020,Karnataka,6030980,,
10/13/2020,Karnataka,6137221,,
10/14/2020,Karnataka,6250992,,
10/15/2020,Karnataka,6355809,,
10/16/2020,Karnataka,6461694,,
10/17/2020,Karnataka,6562710,,
10/18/2020,Karnataka,6667777,,
10/19/2020,Karnataka,6746358,,
10/20/2020,Karnataka,6844594,,
10/21/2020,Karnataka,6952835,,
10/22/2020,Karnataka,7060189,,
10/23/2020,Karnataka,7168545,,
10/24/2020,Karnataka,7281090,,
10/25/2020,Karnataka,7381601,,
10/26/2020,Karnataka,7447493,,
10/27/2020,Karnataka,7514194,,
10/28/2020,Karnataka,7600348,,
10/29/2020,Karnataka,7701031,,
10/30/2020,Karnataka,7804312,,
10/31/2020,Karnataka,7905868,,
11/1/2020,Karnataka,8012641,,
11/2/2020,Karnataka,8091137,,
11/3/2020,Karnataka,8185676,,
11/4/2020,Karnataka,8288179,,
11/5/2020,Karnataka,8404516,,
11/6/2020,Karnataka,8514653,,
11/7/2020,Karnataka,8620970,,
11/8/2020,Karnataka,8738226,,
11/9/2020,Karnataka,8823191,,
11/10/2020,Karnataka,8932699,,
11/11/2020,Karnataka,9043217,,
11/12/2020,Karnataka,9158603,,
11/13/2020,Karnataka,9276602,,
11/14/2020,Karnataka,9392474,,
11/15/2020,Karnataka,9492080,,
11/16/2020,Karnataka,9568625,,
11/17/2020,Karnataka,9644009,,
11/18/2020,Karnataka,9741051,,
11/19/2020,Karnataka,9859525,,
11/20/2020,Karnataka,9981137,,
11/21/2020,Karnataka,10106474,,
11/22/2020,Karnataka,10233378,,
11/23/2020,Karnataka,10329473,,
11/24/2020,Karnataka,10447705,,
11/25/2020,Karnataka,10570159,,
11/26/2020,Karnataka,10690557,,
11/27/2020,Karnataka,10804148,,
11/28/2020,Karnataka,10914872,,
11/29/2020,Karnataka,11020300,,
11/30/2020,Karnataka,11101633,,
12/1/2020,Karnataka,11197240,,
12/2/2020,Karnataka,11303158,,
12/3/2020,Karnataka,11411843,,
12/4/2020,Karnataka,11509892,,
12/5/2020,Karnataka,11613924,,
12/6/2020,Karnataka,11713244,,
12/7/2020,Karnataka,11789715,,
12/8/2020,Karnataka,11878413,,
12/9/2020,Karnataka,11979471,,
12/10/2020,Karnataka,12063741,,
12/11/2020,Karnataka,12164587,,
12/12/2020,Karnataka,12266816,,
12/13/2020,Karnataka,12355358,,
12/14/2020,Karnataka,12420213,,
12/15/2020,Karnataka,12509743,,
12/16/2020,Karnataka,12611493,,
12/17/2020,Karnataka,12717849,,
12/18/2020,Karnataka,12822390,,
12/19/2020,Karnataka,12937540,,
12/20/2020,Karnataka,13047768,,
12/21/2020,Karnataka,13121419,,
12/22/2020,Karnataka,13217127,,
12/23/2020,Karnataka,13317070,,
12/24/2020,Karnataka,13415794,,
12/25/2020,Karnataka,13514362,,
12/26/2020,Karnataka,13609914,,
12/27/2020,Karnataka,13704709,,
12/28/2020,Karnataka,13772451,,
12/29/2020,Karnataka,13858850,,
12/30/2020,Karnataka,13962707,,
12/31/2020,Karnataka,14078158,,
1/1/2021,Karnataka,14196065,,
1/2/2021,Karnataka,14310188,,
1/3/2021,Karnataka,14432085,,
1/4/2021,Karnataka,14531251,,
1/5/2021,Karnataka,14654318,,
1/6/2021,Karnataka,14788491,,
1/7/2021,Karnataka,14918254,,
1/8/2021,Karnataka,15050771,,
1/9/2021,Karnataka,15175037,,
1/10/2021,Karnataka,15288243,,
1/11/2021,Karnataka,15375146,,
1/12/2021,Karnataka,15485359,,
1/13/2021,Karnataka,15598874,,
1/14/2021,Karnataka,15705129,,
1/15/2021,Karnataka,15789978,,
1/16/2021,Karnataka,15884994,,
1/17/2021,Karnataka,15983473,,
1/18/2021,Karnataka,16052738,,
1/19/2021,Karnataka,16133663,,
1/20/2021,Karnataka,16217753,,
1/21/2021,Karnataka,16306608,,
1/22/2021,Karnataka,16399189,,
1/23/2021,Karnataka,16485599,,
1/24/2021,Karnataka,16566713,,
1/25/2021,Karnataka,16626140,,
1/26/2021,Karnataka,16691703,,
1/27/2021,Karnataka,16750398,,
1/28/2021,Karnataka,16816459,,
1/29/2021,Karnataka,16884991,,
1/30/2021,Karnataka,16958479,,
1/31/2021,Karnataka,17033930,,
2/1/2021,Karnataka,17087246,,
2/2/2021,Karnataka,17147397,,
2/3/2021,Karnataka,17218163,,
2/4/2021,Karnataka,17294005,,
2/5/2021,Karnataka,17368124,,
2/6/2021,Karnataka,17442715,,
2/7/2021,Karnataka,17516945,,
2/8/2021,Karnataka,17565234,,
2/9/2021,Karnataka,17625719,,
2/10/2021,Karnataka,17691918,,
2/11/2021,Karnataka,17760112,,
2/12/2021,Karnataka,17829105,,
2/13/2021,Karnataka,17895155,,
2/14/2021,Karnataka,17956031,,
2/15/2021,Karnataka,17998276,,
2/16/2021,Karnataka,18045304,,
2/17/2021,Karnataka,18099928,,
2/18/2021,Karnataka,18159563,,
2/19/2021,Karnataka,18221003,,
2/20/2021,Karnataka,18279393,,
2/21/2021,Karnataka,18334627,,
2/22/2021,Karnataka,18380495,,
