Date,State,TotalSamples,Negative,Positive
8/26/2020,Chandigarh,27076,23480,
8/27/2020,Chandigarh,27567,23783,
8/28/2020,Chandigarh,28337,24365,
8/29/2020,Chandigarh,29118,24885,
8/30/2020,Chandigarh,29864,25460,
8/31/2020,Chandigarh,30377,25742,
9/1/2020,Chandigarh,31268,26440,
9/2/2020,Chandigarh,32134,27067,
9/3/2020,Chandigarh,33007,27664,
9/4/2020,Chandigarh,33572,28085,
9/5/2020,Chandigarh,34369,28480,
9/6/2020,Chandigarh,35288,29168,
9/7/2020,Chandigarh,36079,29712,
9/8/2020,Chandigarh,37070,30326,
9/9/2020,Chandigarh,41440,34475,
9/10/2020,Chandigarh,43701,36448,
9/11/2020,Chandigarh,45336,37772,
9/12/2020,Chandigarh,47306,39483,
9/13/2020,Chandigarh,49451,41168,
9/14/2020,Chandigarh,51718,43171,
9/15/2020,Chandigarh,54371,45464,
9/16/2020,Chandigarh,56490,47205,
9/17/2020,Chandigarh,57679,48088,
9/18/2020,Chandigarh,58937,49088,
9/19/2020,Chandigarh,60311,50164,
9/20/2020,Chandigarh,62834,52389,
9/21/2020,Chandigarh,64625,53951,
9/22/2020,Chandigarh,67020,56089,
9/23/2020,Chandigarh,68270,57147,
9/24/2020,Chandigarh,69528,58154,
9/25/2020,Chandigarh,71009,59381,
9/26/2020,Chandigarh,72652,60849,
9/27/2020,Chandigarh,74415,62428,
9/28/2020,Chandigarh,75896,63776,
9/29/2020,Chandigarh,76721,64456,
9/30/2020,Chandigarh,77489,65093,
10/1/2020,Chandigarh,78390,65866,
10/2/2020,Chandigarh,79351,66660,
10/3/2020,Chandigarh,80300,67453,
10/4/2020,Chandigarh,81066,68126,
10/5/2020,Chandigarh,81671,68591,
10/6/2020,Chandigarh,82586,69370,
10/7/2020,Chandigarh,83413,70078,
10/8/2020,Chandigarh,84167,70726,
10/9/2020,Chandigarh,85187,71678,
10/10/2020,Chandigarh,86201,72589,
10/11/2020,Chandigarh,87485,73784,
10/12/2020,Chandigarh,88819,75016,
10/13/2020,Chandigarh,89969,76089,
10/14/2020,Chandigarh,91177,77220,
10/15/2020,Chandigarh,92198,78160,
10/16/2020,Chandigarh,93420,79320,
10/17/2020,Chandigarh,94462,80308,
10/18/2020,Chandigarh,95022,80799,
10/19/2020,Chandigarh,95776,81509,
10/20/2020,Chandigarh,96707,82377,
10/21/2020,Chandigarh,97841,83454,
10/22/2020,Chandigarh,98981,84536,
10/23/2020,Chandigarh,100045,85522,
10/24/2020,Chandigarh,100797,86213,
10/25/2020,Chandigarh,101219,86568,
10/26/2020,Chandigarh,101778,87074,
10/27/2020,Chandigarh,102933,88155,
10/28/2020,Chandigarh,104136,89293,
10/29/2020,Chandigarh,105409,90480,
10/30/2020,Chandigarh,106090,91097,
10/31/2020,Chandigarh,107015,91950,
11/1/2020,Chandigarh,107851,92724,
11/2/2020,Chandigarh,108911,93726,
11/3/2020,Chandigarh,110083,94814,
11/4/2020,Chandigarh,110989,95620,
11/5/2020,Chandigarh,112391,96925,
11/6/2020,Chandigarh,113593,97991,
11/7/2020,Chandigarh,114773,99037,
11/8/2020,Chandigarh,115589,99769,
11/9/2020,Chandigarh,116839,100898,
11/10/2020,Chandigarh,118279,102243,
11/11/2020,Chandigarh,119635,103499,
11/12/2020,Chandigarh,120681,104431,
11/13/2020,Chandigarh,121484,105136,
11/15/2020,Chandigarh,122189,105664,
11/16/2020,Chandigarh,123326,106714,
11/17/2020,Chandigarh,124741,107986,
11/18/2020,Chandigarh,126852,109943,
11/19/2020,Chandigarh,128558,111487,
11/20/2020,Chandigarh,130070,112844,
11/21/2020,Chandigarh,131280,113928,
11/22/2020,Chandigarh,132090,114651,
11/23/2020,Chandigarh,133478,115935,
11/24/2020,Chandigarh,134281,116658,
11/25/2020,Chandigarh,135876,118166,
11/26/2020,Chandigarh,137442,119600,
11/27/2020,Chandigarh,140730,122777,
11/29/2020,Chandigarh,141616,123467,
11/30/2020,Chandigarh,142326,124109,
12/1/2020,Chandigarh,144204,125856,
12/2/2020,Chandigarh,145958,127500,
12/3/2020,Chandigarh,147467,128934,
12/4/2020,Chandigarh,149019,130367,
12/5/2020,Chandigarh,150409,131651,
12/6/2020,Chandigarh,151473,132612,
12/7/2020,Chandigarh,152801,133852,
12/8/2020,Chandigarh,154396,135138,
12/9/2020,Chandigarh,155643,136480,
12/10/2020,Chandigarh,157056,137802,
12/11/2020,Chandigarh,158516,139166,
12/12/2020,Chandigarh,159784,140360,
12/13/2020,Chandigarh,160600,141106,
12/14/2020,Chandigarh,161810,142236,
12/15/2020,Chandigarh,162991,143354,
12/16/2020,Chandigarh,164254,144548,
12/17/2020,Chandigarh,165414,145646,
12/18/2020,Chandigarh,166499,146655,
12/19/2020,Chandigarh,167704,147795,
12/20/2020,Chandigarh,168234,148296,
12/21/2020,Chandigarh,169489,149492,
12/22/2020,Chandigarh,170841,150787,
12/23/2020,Chandigarh,172379,152240,
12/24/2020,Chandigarh,173459,153276,
12/25/2020,Chandigarh,174395,154176,
12/26/2020,Chandigarh,175611,155311,
12/27/2020,Chandigarh,176337,155970,
12/28/2020,Chandigarh,177441,156995,
12/29/2020,Chandigarh,178691,158179,
12/30/2020,Chandigarh,180014,159429,
12/31/2020,Chandigarh,181186,160534,
1/1/2021,Chandigarh,182063,161358,
1/2/2021,Chandigarh,183091,162317,
1/3/2021,Chandigarh,183594,162803,
1/4/2021,Chandigarh,184844,163994,
1/5/2021,Chandigarh,186419,165457,
1/6/2021,Chandigarh,187897,166855,
1/7/2021,Chandigarh,189318,168231,
1/8/2021,Chandigarh,190556,169415,
1/9/2021,Chandigarh,191673,170482,
1/10/2021,Chandigarh,192376,171141,
1/12/2021,Chandigarh,194901,173583,
1/13/2021,Chandigarh,196211,174856,
1/14/2021,Chandigarh,197283,175903,
1/15/2021,Chandigarh,198409,177003,
1/16/2021,Chandigarh,199538,178093,
1/17/2021,Chandigarh,200245,178766,
1/18/2021,Chandigarh,201373,179867,
1/19/2021,Chandigarh,202434,180897,
1/20/2021,Chandigarh,203275,181710,
1/21/2021,Chandigarh,204305,182724,
1/22/2021,Chandigarh,205814,184208,
1/23/2021,Chandigarh,207047,185419,
1/24/2021,Chandigarh,208107,186447,
1/26/2021,Chandigarh,210111,,
1/27/2021,Chandigarh,211460,189699,
1/28/2021,Chandigarh,212915,191118,
1/29/2021,Chandigarh,214102,192278,
1/30/2021,Chandigarh,215242,193401,
1/31/2021,Chandigarh,216246,194378,
2/1/2021,Chandigarh,217610,195710,
2/2/2021,Chandigarh,218941,197019,
2/3/2021,Chandigarh,220301,198343,
2/7/2021,Chandigarh,225242,203192,
2/8/2021,Chandigarh,226503,204427,
2/10/2021,Chandigarh,228973,206859,
2/11/2021,Chandigarh,230418,208291,
2/12/2021,Chandigarh,231652,209506,
2/13/2021,Chandigarh,233067,210904,
2/14/2021,Chandigarh,234069,211888,
2/15/2021,Chandigarh,235303,213096,
2/16/2021,Chandigarh,236728,214491,
2/17/2021,Chandigarh,238048,215781,
2/18/2021,Chandigarh,239648,217351,
2/19/2021,Chandigarh,240935,218619,
2/20/2021,Chandigarh,242302,219960,
2/21/2021,Chandigarh,243429,221056,
2/22/2021,Chandigarh,244956,222545,
2/23/2021,Chandigarh,246706,224258,
2/24/2021,Chandigarh,248384,225895,
2/25/2021,Chandigarh,250130,227592,
2/26/2021,Chandigarh,252022,229413,
2/27/2021,Chandigarh,253339,230669,
2/28/2021,Chandigarh,254433,231712,
3/1/2021,Chandigarh,256362,233566,
3/2/2021,Chandigarh,258184,235319,
3/3/2021,Chandigarh,259793,236870,
3/4/2021,Chandigarh,261609,238605,
3/5/2021,Chandigarh,263410,240330,
3/6/2021,Chandigarh,265479,242276,
3/7/2021,Chandigarh,266685,243399,
3/8/2021,Chandigarh,268392,245027,
3/9/2021,Chandigarh,270350,246880,
3/10/2021,Chandigarh,272059,248501,
3/11/2021,Chandigarh,273400,249733,
3/12/2021,Chandigarh,274991,251187,
3/13/2021,Chandigarh,276905,252953,
3/14/2021,Chandigarh,278390,254318,
3/15/2021,Chandigarh,280183,255961,
3/16/2021,Chandigarh,282157,257788,
3/17/2021,Chandigarh,284386,259816,
3/18/2021,Chandigarh,286187,261398,
3/19/2021,Chandigarh,287941,262938,
3/20/2021,Chandigarh,289955,264748,
3/21/2021,Chandigarh,292183,266727,
3/22/2021,Chandigarh,294023,268359,
3/23/2021,Chandigarh,296079,270196,
3/24/2021,Chandigarh,298087,271952,
3/25/2021,Chandigarh,300105,273740,
3/26/2021,Chandigarh,302049,275427,
3/27/2021,Chandigarh,303963,277045,
3/28/2021,Chandigarh,306217,279003,
3/29/2021,Chandigarh,308086,280594,
3/30/2021,Chandigarh,309840,282078,
3/31/2021,Chandigarh,311905,283876,
4/1/2021,Chandigarh,313935,285648,
4/2/2021,Chandigarh,316037,287463,
4/3/2021,Chandigarh,318451,289564,
4/4/2021,Chandigarh,321189,291960,
4/5/2021,Chandigarh,323293,293776,
4/6/2021,Chandigarh,325654,295815,
4/7/2021,Chandigarh,328766,298528,
4/8/2021,Chandigarh,331288,300725,
4/9/2021,Chandigarh,334548,303559,
4/10/2021,Chandigarh,337663,306276,
4/11/2021,Chandigarh,340849,309055,
4/12/2021,Chandigarh,343981,311760,
4/13/2021,Chandigarh,346766,314145,
4/14/2021,Chandigarh,349851,316806,
4/15/2021,Chandigarh,352815,319357,
4/16/2021,Chandigarh,355840,321895,
4/17/2021,Chandigarh,358856,324486,
4/18/2021,Chandigarh,362406,327401,
4/19/2021,Chandigarh,365412,329794,
4/20/2021,Chandigarh,368438,332216,
4/21/2021,Chandigarh,371408,334563,
4/22/2021,Chandigarh,374392,336913,
4/23/2021,Chandigarh,378454,340146,
4/24/2021,Chandigarh,382125,343106,
4/25/2021,Chandigarh,385925,346154,
4/26/2021,Chandigarh,389827,349235,
4/27/2021,Chandigarh,394029,352598,
4/28/2021,Chandigarh,397590,355384,
4/29/2021,Chandigarh,401411,358403,
4/30/2021,Chandigarh,404615,360875,
5/1/2021,Chandigarh,408487,363939,
5/2/2021,Chandigarh,412497,367088,
5/3/2021,Chandigarh,416408,370101,
5/4/2021,Chandigarh,419601,372510,
5/5/2021,Chandigarh,423313,375400,
5/6/2021,Chandigarh,426227,377550,
5/7/2021,Chandigarh,430125,380551,
5/8/2021,Chandigarh,433928,383480,
5/9/2021,Chandigarh,437869,386521,
5/10/2021,Chandigarh,441625,389411,
5/11/2021,Chandigarh,444454,391453,
5/12/2021,Chandigarh,447896,394118,
5/13/2021,Chandigarh,451453,396911,
5/14/2021,Chandigarh,454814,399617,
5/15/2021,Chandigarh,458231,402365,
5/16/2021,Chandigarh,461826,405289,
5/17/2021,Chandigarh,465181,408024,
5/18/2021,Chandigarh,468017,410333,
5/19/2021,Chandigarh,470962,412862,
5/20/2021,Chandigarh,474170,415650,
5/21/2021,Chandigarh,477484,418558,
5/22/2021,Chandigarh,481446,422124,
5/23/2021,Chandigarh,485087,425404,
5/24/2021,Chandigarh,488182,428251,
5/25/2021,Chandigarh,491148,430958,
5/26/2021,Chandigarh,493948,433534,
5/27/2021,Chandigarh,496588,435973,
5/28/2021,Chandigarh,499561,438778,
5/29/2021,Chandigarh,502637,441690,
5/30/2021,Chandigarh,505899,444767,
5/31/2021,Chandigarh,508469,447211,
6/1/2021,Chandigarh,510724,449335,
6/2/2021,Chandigarh,513554,452047,
6/3/2021,Chandigarh,516329,454706,
6/4/2021,Chandigarh,518931,457218,
6/5/2021,Chandigarh,521716,459904,
6/6/2021,Chandigarh,523880,461989,
6/7/2021,Chandigarh,525544,463603,
6/8/2021,Chandigarh,528002,465989,
6/9/2021,Chandigarh,530483,468382,
6/10/2021,Chandigarh,533043,470876,
6/11/2021,Chandigarh,535174,472937,
6/12/2021,Chandigarh,537582,475286,
6/13/2021,Chandigarh,539353,477000,
6/14/2021,Chandigarh,540918,478513,
6/15/2021,Chandigarh,542526,480077,
6/16/2021,Chandigarh,544309,481819,
6/17/2021,Chandigarh,546381,483822,
6/18/2021,Chandigarh,548086,485749,
6/19/2021,Chandigarh,549803,487151,
6/20/2021,Chandigarh,551578,488898,
6/21/2021,Chandigarh,552751,490057,
6/22/2021,Chandigarh,554164,491447,
6/23/2021,Chandigarh,555785,493012,
6/24/2021,Chandigarh,557472,494677,
6/25/2021,Chandigarh,559491,496656,
6/26/2021,Chandigarh,561064,498203,
6/27/2021,Chandigarh,562427,499545,
6/28/2021,Chandigarh,564021,501131,
6/29/2021,Chandigarh,565421,502507,
6/30/2021,Chandigarh,567172,504242,
7/1/2021,Chandigarh,568854,505907,
7/2/2021,Chandigarh,570537,507577,
7/3/2021,Chandigarh,572187,509209,
7/4/2021,Chandigarh,573440,510452,
7/5/2021,Chandigarh,574942,511941,
7/6/2021,Chandigarh,576457,513444,
7/7/2021,Chandigarh,577866,514823,
7/8/2021,Chandigarh,579549,516486,
7/9/2021,Chandigarh,581225,518145,
7/11/2021,Chandigarh,584729,521626,
7/12/2021,Chandigarh,586332,523219,
7/13/2021,Chandigarh,587638,524522,
7/14/2021,Chandigarh,589344,526216,
7/15/2021,Chandigarh,590851,527715,
7/16/2021,Chandigarh,592255,529113,
7/17/2021,Chandigarh,593875,530724,
7/18/2021,Chandigarh,595449,532278,
7/19/2021,Chandigarh,596646,533471,
7/20/2021,Chandigarh,598067,534877,
7/21/2021,Chandigarh,599618,536421,
7/22/2021,Chandigarh,600610,537408,
7/23/2021,Chandigarh,602003,538798,
7/24/2021,Chandigarh,603476,540266,
7/25/2021,Chandigarh,604769,541554,
7/26/2021,Chandigarh,606209,542990,
7/27/2021,Chandigarh,607629,544403,
7/28/2021,Chandigarh,609259,546027,
7/29/2021,Chandigarh,610869,547631,
7/30/2021,Chandigarh,612441,549199,
7/31/2021,Chandigarh,613891,550648,
8/1/2021,Chandigarh,615248,551999,
8/2/2021,Chandigarh,616417,553162,
8/3/2021,Chandigarh,617897,554635,
8/4/2021,Chandigarh,619395,556123,
8/5/2021,Chandigarh,620952,557678,
8/6/2021,Chandigarh,622750,559472,
8/7/2021,Chandigarh,624402,561119,
8/8/2021,Chandigarh,625926,562638,
8/9/2021,Chandigarh,627283,563989,
8/10/2021,Chandigarh,629060,565758,
4/2/2020,Chhattisgarh,1232,921,9
4/10/2020,Chhattisgarh,3473,3322,18
4/11/2020,Chhattisgarh,3858,3503,18
4/12/2020,Chhattisgarh,3945,3856,31
4/13/2020,Chhattisgarh,4377,3969,31
4/14/2020,Chhattisgarh,4812,4319,33
4/15/2020,Chhattisgarh,5122,4878,33
4/16/2020,Chhattisgarh,5519,5168,33
4/17/2020,Chhattisgarh,5776,5484,36
4/18/2020,Chhattisgarh,5776,5484,36
4/19/2020,Chhattisgarh,6675,6086,36
4/20/2020,Chhattisgarh,7601,7029,36
4/21/2020,Chhattisgarh,8272,7555,36
4/22/2020,Chhattisgarh,9220,8296,36
4/23/2020,Chhattisgarh,10346,9206,36
4/24/2020,Chhattisgarh,11386,10213,36
4/25/2020,Chhattisgarh,12596,11168,37
4/26/2020,Chhattisgarh,13786,12406,37
4/27/2020,Chhattisgarh,14987,13882,37
4/28/2020,Chhattisgarh,15737,14953,38
4/29/2020,Chhattisgarh,16546,15658,38
4/30/2020,Chhattisgarh,17541,16602,40
5/1/2020,Chhattisgarh,18039,17199,43
5/3/2020,Chhattisgarh,19902,18848,57
5/5/2020,Chhattisgarh,21323,20300,58
5/6/2020,Chhattisgarh,22188,20873,59
5/8/2020,Chhattisgarh,23629,22509,59
5/9/2020,Chhattisgarh,24506,23326,59
5/10/2020,Chhattisgarh,25282,24186,59
5/12/2020,Chhattisgarh,27339,25741,59
5/13/2020,Chhattisgarh,28837,27012,59
5/14/2020,Chhattisgarh,29697,28234,59
5/15/2020,Chhattisgarh,31341,29812,66
5/16/2020,Chhattisgarh,32678,31275,67
5/18/2020,Chhattisgarh,36606,34656,93
5/19/2020,Chhattisgarh,39010,36586,100
5/21/2020,Chhattisgarh,45522,42618,128
5/22/2020,Chhattisgarh,48116,45022,172
5/23/2020,Chhattisgarh,49763,46894,214
5/25/2020,Chhattisgarh,55022,52598,292
5/26/2020,Chhattisgarh,57479,55539,360
5/27/2020,Chhattisgarh,59320,57283,364
5/28/2020,Chhattisgarh,61771,59585,398
5/29/2020,Chhattisgarh,63992,62983,415
5/30/2020,Chhattisgarh,66417,64762,447
5/31/2020,Chhattisgarh,69152,67268,492
6/1/2020,Chhattisgarh,70726,69361,539
6/2/2020,Chhattisgarh,73198,71218,556
6/3/2020,Chhattisgarh,76446,73706,626
6/4/2020,Chhattisgarh,78971,75519,756
6/5/2020,Chhattisgarh,81773,78134,863
6/6/2020,Chhattisgarh,85346,80477,923
6/7/2020,Chhattisgarh,88896,84344,1073
6/8/2020,Chhattisgarh,92598,86719,1160
6/9/2020,Chhattisgarh,93059,89914,1211
6/10/2020,Chhattisgarh,94576,92049,1262
6/11/2020,Chhattisgarh,96230,93903,1398
6/12/2020,Chhattisgarh,98603,95965,1429
6/13/2020,Chhattisgarh,101554,,1512
6/14/2020,Chhattisgarh,103895,,1549
6/15/2020,Chhattisgarh,107172,,1715
6/16/2020,Chhattisgarh,110062,,1784
6/17/2020,Chhattisgarh,113613,,1864
6/18/2020,Chhattisgarh,116329,,1946
6/19/2020,Chhattisgarh,120523,115197,2018
6/20/2020,Chhattisgarh,123983,,2076
6/21/2020,Chhattisgarh,126246,121044,2273
6/22/2020,Chhattisgarh,129731,124679,2302
6/23/2020,Chhattisgarh,133753,127831,2356
6/24/2020,Chhattisgarh,137400,132332,2419
6/25/2020,Chhattisgarh,142090,,2456
6/26/2020,Chhattisgarh,144828,,2545
6/27/2020,Chhattisgarh,152874,,2602
6/28/2020,Chhattisgarh,154526,,2694
6/29/2020,Chhattisgarh,156386,,2761
6/30/2020,Chhattisgarh,160650,,2858
7/1/2020,Chhattisgarh,163662,,2940
7/2/2020,Chhattisgarh,166656,,3013
7/3/2020,Chhattisgarh,177554,,3065
7/4/2020,Chhattisgarh,179782,,3133
7/5/2020,Chhattisgarh,182636,,3207
7/6/2020,Chhattisgarh,185399,,3305
7/7/2020,Chhattisgarh,189038,,3415
7/8/2020,Chhattisgarh,191938,,3491
7/9/2020,Chhattisgarh,196150,,3679
7/10/2020,Chhattisgarh,200006,,3806
7/11/2020,Chhattisgarh,204932,,3897
7/12/2020,Chhattisgarh,209864,,4081
7/13/2020,Chhattisgarh,213395,,4265
7/14/2020,Chhattisgarh,217433,,4379
7/15/2020,Chhattisgarh,222113,,4556
7/16/2020,Chhattisgarh,225913,,4754
7/17/2020,Chhattisgarh,232873,,4976
7/18/2020,Chhattisgarh,238890,,5246
7/19/2020,Chhattisgarh,244937,,5407
7/20/2020,Chhattisgarh,250016,,5598
7/21/2020,Chhattisgarh,254185,,5731
7/22/2020,Chhattisgarh,260227,,5968
7/23/2020,Chhattisgarh,268285,,6254
7/24/2020,Chhattisgarh,274660,,6731
7/25/2020,Chhattisgarh,280964,,7087
7/26/2020,Chhattisgarh,286291,,7489
7/27/2020,Chhattisgarh,292627,,7863
7/28/2020,Chhattisgarh,297481,,8257
7/29/2020,Chhattisgarh,302506,,8515
7/30/2020,Chhattisgarh,310696,,8775
7/31/2020,Chhattisgarh,316127,,9086
8/1/2020,Chhattisgarh,323692,,9385
8/2/2020,Chhattisgarh,331268,,9608
8/3/2020,Chhattisgarh,334709,,9800
8/4/2020,Chhattisgarh,340043,,10109
8/5/2020,Chhattisgarh,345250,,10407
8/6/2020,Chhattisgarh,352681,,10932
8/7/2020,Chhattisgarh,359857,,11328
8/8/2020,Chhattisgarh,366957,,11743
8/9/2020,Chhattisgarh,371706,,12148
8/10/2020,Chhattisgarh,381018,,12502
8/11/2020,Chhattisgarh,388852,,12938
8/12/2020,Chhattisgarh,394141,,
8/13/2020,Chhattisgarh,402390,,13960
8/14/2020,Chhattisgarh,409693,,14481
8/15/2020,Chhattisgarh,414328,,14987
8/16/2020,Chhattisgarh,419658,,15471
8/17/2020,Chhattisgarh,427209,,15993
8/18/2020,Chhattisgarh,436180,,16726
8/19/2020,Chhattisgarh,445420,,17485
8/20/2020,Chhattisgarh,455106,,
8/21/2020,Chhattisgarh,468099,,19459
8/22/2020,Chhattisgarh,477974,,
8/23/2020,Chhattisgarh,483989,,
8/24/2020,Chhattisgarh,494081,,
8/25/2020,Chhattisgarh,505193,,
8/26/2020,Chhattisgarh,519678,,
8/27/2020,Chhattisgarh,533691,,
8/28/2020,Chhattisgarh,548182,,
8/29/2020,Chhattisgarh,560273,,
8/30/2020,Chhattisgarh,571177,,
8/31/2020,Chhattisgarh,582540,,
9/1/2020,Chhattisgarh,596544,,
9/2/2020,Chhattisgarh,609578,,
9/3/2020,Chhattisgarh,615568,,
9/4/2020,Chhattisgarh,634702,,
9/5/2020,Chhattisgarh,653608,,
9/6/2020,Chhattisgarh,669541,,
9/7/2020,Chhattisgarh,681978,,
9/8/2020,Chhattisgarh,700529,,
9/9/2020,Chhattisgarh,719630,,
9/10/2020,Chhattisgarh,737334,,
9/11/2020,Chhattisgarh,756163,,
9/12/2020,Chhattisgarh,772134,,
9/13/2020,Chhattisgarh,784483,,
9/14/2020,Chhattisgarh,806045,,
9/15/2020,Chhattisgarh,827074,,
9/16/2020,Chhattisgarh,846663,,
9/17/2020,Chhattisgarh,872584,,
9/18/2020,Chhattisgarh,904770,,
9/19/2020,Chhattisgarh,918455,,
9/20/2020,Chhattisgarh,929701,,
9/21/2020,Chhattisgarh,942303,,
9/22/2020,Chhattisgarh,958452,,
9/23/2020,Chhattisgarh,982825,,
9/24/2020,Chhattisgarh,998347,,
9/25/2020,Chhattisgarh,1015613,,
9/26/2020,Chhattisgarh,1034460,,
9/27/2020,Chhattisgarh,1046534,,
9/28/2020,Chhattisgarh,1081521,,
9/29/2020,Chhattisgarh,1093348,,
9/30/2020,Chhattisgarh,1106612,,
10/1/2020,Chhattisgarh,1121641,,
10/2/2020,Chhattisgarh,1137384,,
10/3/2020,Chhattisgarh,1155975,,
10/4/2020,Chhattisgarh,1168578,,
10/5/2020,Chhattisgarh,1191097,,
10/6/2020,Chhattisgarh,1212678,,
10/7/2020,Chhattisgarh,1238699,,
10/8/2020,Chhattisgarh,1266497,,
10/9/2020,Chhattisgarh,1297381,,
10/10/2020,Chhattisgarh,1328665,,
10/11/2020,Chhattisgarh,1353822,,
10/12/2020,Chhattisgarh,1387386,,
10/13/2020,Chhattisgarh,1414068,,
10/14/2020,Chhattisgarh,1441607,,
10/15/2020,Chhattisgarh,1466334,,
10/16/2020,Chhattisgarh,1489424,,
10/17/2020,Chhattisgarh,1511088,,
10/18/2020,Chhattisgarh,1526356,,
10/19/2020,Chhattisgarh,1547704,,
10/20/2020,Chhattisgarh,1569496,,
10/21/2020,Chhattisgarh,1593040,,
10/22/2020,Chhattisgarh,1617726,,
10/23/2020,Chhattisgarh,1642977,,
10/24/2020,Chhattisgarh,1664735,,
10/25/2020,Chhattisgarh,1679649,,
10/26/2020,Chhattisgarh,1698096,,
10/27/2020,Chhattisgarh,1719929,,
10/28/2020,Chhattisgarh,1742743,,
10/29/2020,Chhattisgarh,1767270,,
10/30/2020,Chhattisgarh,1786685,,
10/31/2020,Chhattisgarh,1809446,,
11/1/2020,Chhattisgarh,1827425,,
11/2/2020,Chhattisgarh,1847925,,
11/3/2020,Chhattisgarh,1868995,,
11/4/2020,Chhattisgarh,1894622,,
11/5/2020,Chhattisgarh,1920238,,
11/6/2020,Chhattisgarh,1947137,,
11/7/2020,Chhattisgarh,1973211,,
11/8/2020,Chhattisgarh,1991002,,
11/9/2020,Chhattisgarh,2017019,,
11/10/2020,Chhattisgarh,2042649,,
11/11/2020,Chhattisgarh,2068640,,
11/12/2020,Chhattisgarh,2094950,,
11/13/2020,Chhattisgarh,2117987,,
11/14/2020,Chhattisgarh,2127134,,
11/15/2020,Chhattisgarh,2135139,,
11/16/2020,Chhattisgarh,2148223,,
11/17/2020,Chhattisgarh,2171629,,
11/18/2020,Chhattisgarh,2199344,,
11/19/2020,Chhattisgarh,2230922,,
11/20/2020,Chhattisgarh,2258546,,
11/21/2020,Chhattisgarh,2290759,,
11/22/2020,Chhattisgarh,2314369,,
11/23/2020,Chhattisgarh,2347120,,
11/24/2020,Chhattisgarh,2380169,,
11/25/2020,Chhattisgarh,2414011,,
11/26/2020,Chhattisgarh,2448167,,
11/27/2020,Chhattisgarh,2481567,,
11/28/2020,Chhattisgarh,2513159,,
11/29/2020,Chhattisgarh,2537122,,
11/30/2020,Chhattisgarh,2563606,,
12/1/2020,Chhattisgarh,2597019,,
12/2/2020,Chhattisgarh,2631183,,
12/3/2020,Chhattisgarh,2667761,,
12/4/2020,Chhattisgarh,2702320,,
12/5/2020,Chhattisgarh,2735766,,
12/6/2020,Chhattisgarh,2760290,,
12/7/2020,Chhattisgarh,2793936,,
12/8/2020,Chhattisgarh,2828098,,
12/9/2020,Chhattisgarh,2862281,,
12/10/2020,Chhattisgarh,2897495,,
12/11/2020,Chhattisgarh,2932206,,
12/12/2020,Chhattisgarh,2964566,,
12/13/2020,Chhattisgarh,2988862,,
12/14/2020,Chhattisgarh,3023151,,
12/15/2020,Chhattisgarh,3057999,,
12/16/2020,Chhattisgarh,3092705,,
12/17/2020,Chhattisgarh,3125971,,
12/18/2020,Chhattisgarh,3153217,,
12/19/2020,Chhattisgarh,3182118,,
12/20/2020,Chhattisgarh,3204491,,
12/21/2020,Chhattisgarh,3236897,,
12/22/2020,Chhattisgarh,3268679,,
12/23/2020,Chhattisgarh,3300858,,
12/24/2020,Chhattisgarh,3331915,,
12/25/2020,Chhattisgarh,3355323,,
12/26/2020,Chhattisgarh,3380053,,
12/27/2020,Chhattisgarh,3397715,,
12/28/2020,Chhattisgarh,3427215,,
12/29/2020,Chhattisgarh,3457186,,
12/30/2020,Chhattisgarh,3486017,,
12/31/2020,Chhattisgarh,3514707,,
1/1/2021,Chhattisgarh,3537635,,
1/2/2021,Chhattisgarh,3563181,,
1/3/2021,Chhattisgarh,3580200,,
1/4/2021,Chhattisgarh,3608969,,
1/5/2021,Chhattisgarh,3638225,,
1/6/2021,Chhattisgarh,3666495,,
1/7/2021,Chhattisgarh,3696394,,
1/8/2021,Chhattisgarh,3725189,,
1/9/2021,Chhattisgarh,3754106,,
1/10/2021,Chhattisgarh,3772966,,
1/11/2021,Chhattisgarh,3803079,,
1/12/2021,Chhattisgarh,3829787,,
1/13/2021,Chhattisgarh,3854525,,
1/14/2021,Chhattisgarh,3877768,,
1/15/2021,Chhattisgarh,3902112,,
1/16/2021,Chhattisgarh,3922535,,
1/17/2021,Chhattisgarh,3936682,,
1/18/2021,Chhattisgarh,3961253,,
1/19/2021,Chhattisgarh,3983112,,
1/20/2021,Chhattisgarh,4006513,,
1/21/2021,Chhattisgarh,4031552,,
1/22/2021,Chhattisgarh,4056025,,
1/23/2021,Chhattisgarh,4076430,,
1/24/2021,Chhattisgarh,4089900,,
1/25/2021,Chhattisgarh,4111523,,
1/26/2021,Chhattisgarh,4120423,,
1/27/2021,Chhattisgarh,4142971,,
1/28/2021,Chhattisgarh,4163045,,
1/29/2021,Chhattisgarh,4183581,,
1/30/2021,Chhattisgarh,4207188,,
1/31/2021,Chhattisgarh,4220304,,
2/1/2021,Chhattisgarh,4241595,,
2/2/2021,Chhattisgarh,4265378,,
2/3/2021,Chhattisgarh,4289431,,
2/4/2021,Chhattisgarh,4313849,,
2/5/2021,Chhattisgarh,4336764,,
2/6/2021,Chhattisgarh,4357998,,
2/7/2021,Chhattisgarh,4367871,,
2/8/2021,Chhattisgarh,4392639,,
2/9/2021,Chhattisgarh,4415825,,
2/10/2021,Chhattisgarh,4440663,,
2/11/2021,Chhattisgarh,4464255,,
